country,population_2014,population_2019,item,element,unit,food_supply_gprot_capita_2014,food_supply_gprot_capita_2019
Rwanda,11084.0,12627.0,Mutton & Goat Meat,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.81,0.78
Rwanda,11084.0,12627.0,Nuts and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Rwanda,11084.0,12627.0,Oats,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Rwanda,11084.0,12627.0,"Offals, Edible",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.44,0.41
Rwanda,11084.0,12627.0,"Oilcrops Oil, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Rwanda,11084.0,12627.0,Olive Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Rwanda,11084.0,12627.0,Olives (including preserved),Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Rwanda,11084.0,12627.0,Onions,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.04,0.09
Rwanda,11084.0,12627.0,"Oranges, Mandarines",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.01,0.01
Rwanda,11084.0,12627.0,Palm Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Rwanda,11084.0,12627.0,Palmkernel Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Rwanda,11084.0,12627.0,Peas,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,1.22,0.67
Rwanda,11084.0,12627.0,Pelagic Fish,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.03,0.07
Rwanda,11084.0,12627.0,Pepper,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.08,0.05
Rwanda,11084.0,12627.0,Pigmeat,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.26,0.34
Rwanda,11084.0,12627.0,Pimento,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Rwanda,11084.0,12627.0,Pineapples and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.01,0.01
Rwanda,11084.0,12627.0,Plantains,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,1.39,1.31
Rwanda,11084.0,12627.0,Potatoes and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,4.84,3.99
Rwanda,11084.0,12627.0,Poultry Meat,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.47,0.57
Rwanda,11084.0,12627.0,"Pulses, Other and products",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Rwanda,11084.0,12627.0,Rape and Mustard Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Rwanda,11084.0,12627.0,Rape and Mustardseed,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Rwanda,11084.0,12627.0,Rice and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,1.36,1.49
Rwanda,11084.0,12627.0,Ricebran Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Rwanda,11084.0,12627.0,"Roots, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.3,0.5
Rwanda,11084.0,12627.0,Rye and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Rwanda,11084.0,12627.0,Sesame seed,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Rwanda,11084.0,12627.0,Sesameseed Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Rwanda,11084.0,12627.0,Sorghum and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,2.62,2.4
Rwanda,11084.0,12627.0,Soyabean Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Rwanda,11084.0,12627.0,Soyabeans,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,1.86,2.28
Rwanda,11084.0,12627.0,"Spices, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.01,0.05
Rwanda,11084.0,12627.0,Sugar (Raw Equivalent),Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Rwanda,11084.0,12627.0,Sugar cane,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Rwanda,11084.0,12627.0,Sunflowerseed Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Rwanda,11084.0,12627.0,Sweet potatoes,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,2.85,3.0
Rwanda,11084.0,12627.0,"Sweeteners, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Rwanda,11084.0,12627.0,Tea (including mate),Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Rwanda,11084.0,12627.0,Tomatoes and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.22,0.17
Rwanda,11084.0,12627.0,"Vegetables, other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,1.06,0.86
Rwanda,11084.0,12627.0,Wheat and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,2.54,2.39
Rwanda,11084.0,12627.0,Wine,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Rwanda,11084.0,12627.0,Yams,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.15,0.16
Saint Kitts and Nevis,51.0,53.0,Apples and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Aquatic Plants,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Bananas,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.21
Saint Kitts and Nevis,51.0,53.0,Barley and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Beans,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.59,0.52
Saint Kitts and Nevis,51.0,53.0,Beer,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.48,0.1
Saint Kitts and Nevis,51.0,53.0,"Beverages, Alcoholic",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,"Beverages, Fermented",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Bovine Meat,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,5.1,2.84
Saint Kitts and Nevis,51.0,53.0,"Butter, Ghee",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Cassava and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Cephalopods,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.02,0.12
Saint Kitts and Nevis,51.0,53.0,"Cereals, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.21,0.1
Saint Kitts and Nevis,51.0,53.0,"Citrus, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Cloves,Protein supply quantity (g/capita/day),g/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Cocoa Beans and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.05,0.05
Saint Kitts and Nevis,51.0,53.0,Coconut Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Coconuts - Incl Copra,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.7,0.78
Saint Kitts and Nevis,51.0,53.0,Coffee and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.11,0.05
Saint Kitts and Nevis,51.0,53.0,Cottonseed Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Cream,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Crustaceans,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.5,0.81
Saint Kitts and Nevis,51.0,53.0,Demersal Fish,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,1.47,0.55
Saint Kitts and Nevis,51.0,53.0,Eggs,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.97,0.52
Saint Kitts and Nevis,51.0,53.0,"Fats, Animals, Raw",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.05,0.1
Saint Kitts and Nevis,51.0,53.0,"Fish, Body Oil",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,"Fish, Liver Oil",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Freshwater Fish,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.31,0.3
Saint Kitts and Nevis,51.0,53.0,"Fruits, other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.59,0.72
Saint Kitts and Nevis,51.0,53.0,Grapefruit and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Grapes and products (excl wine),Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.05,0.05
Saint Kitts and Nevis,51.0,53.0,Groundnut Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Groundnuts,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.27,2.07
Saint Kitts and Nevis,51.0,53.0,Honey,Protein supply quantity (g/capita/day),g/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Infant food,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.21
Saint Kitts and Nevis,51.0,53.0,"Lemons, Limes and products",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.05
Saint Kitts and Nevis,51.0,53.0,Maize Germ Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Maize and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.11,0.05
Saint Kitts and Nevis,51.0,53.0,"Marine Fish, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,6.39,7.62
Saint Kitts and Nevis,51.0,53.0,"Meat, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,2.15,0.0
Saint Kitts and Nevis,51.0,53.0,Milk - Excluding Butter,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,5.75,6.15
Saint Kitts and Nevis,51.0,53.0,Miscellaneous,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.64,1.03
Saint Kitts and Nevis,51.0,53.0,"Molluscs, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.24,0.24
Saint Kitts and Nevis,51.0,53.0,Mutton & Goat Meat,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.81,1.03
Saint Kitts and Nevis,51.0,53.0,Nuts and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.05,0.16
Saint Kitts and Nevis,51.0,53.0,Oats,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.27,0.31
Saint Kitts and Nevis,51.0,53.0,"Offals, Edible",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.38,0.62
Saint Kitts and Nevis,51.0,53.0,"Oilcrops Oil, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.11,0.16
Saint Kitts and Nevis,51.0,53.0,"Oilcrops, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Olive Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Olives (including preserved),Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Onions,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.16,0.16
Saint Kitts and Nevis,51.0,53.0,"Oranges, Mandarines",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.05,0.16
Saint Kitts and Nevis,51.0,53.0,Palm Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Palmkernel Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Peas,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Pelagic Fish,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.87,0.88
Saint Kitts and Nevis,51.0,53.0,Pepper,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Pigmeat,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,4.24,4.55
Saint Kitts and Nevis,51.0,53.0,Pimento,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Pineapples and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.05,0.0
Saint Kitts and Nevis,51.0,53.0,Plantains,Protein supply quantity (g/capita/day),g/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Potatoes and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.59,0.62
Saint Kitts and Nevis,51.0,53.0,Poultry Meat,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,19.66,17.68
Saint Kitts and Nevis,51.0,53.0,"Pulses, Other and products",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,2.9,2.79
Saint Kitts and Nevis,51.0,53.0,Rape and Mustardseed,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Rice and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,5.48,4.34
Saint Kitts and Nevis,51.0,53.0,"Roots, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.43,0.41
Saint Kitts and Nevis,51.0,53.0,Rye and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Sesameseed Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Soyabean Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Soyabeans,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.05
Saint Kitts and Nevis,51.0,53.0,"Spices, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.32,0.36
Saint Kitts and Nevis,51.0,53.0,Sugar (Raw Equivalent),Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Sunflower seed,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Sunflowerseed Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Sweet potatoes,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.05,0.05
Saint Kitts and Nevis,51.0,53.0,"Sweeteners, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Tea (including mate),Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Tomatoes and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.16,0.16
Saint Kitts and Nevis,51.0,53.0,"Vegetables, other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.43,0.62
Saint Kitts and Nevis,51.0,53.0,Wheat and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,12.14,10.96
Saint Kitts and Nevis,51.0,53.0,Wine,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Kitts and Nevis,51.0,53.0,Yams,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.05,0.0
Saint Lucia,178.0,183.0,Apples and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.02,0.03
Saint Lucia,178.0,183.0,"Aquatic Animals, Others",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.01,0.0
Saint Lucia,178.0,183.0,Aquatic Plants,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Lucia,178.0,183.0,Bananas,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.29,0.52
Saint Lucia,178.0,183.0,Barley and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Lucia,178.0,183.0,Beans,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.55,0.6
Saint Lucia,178.0,183.0,Beer,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.09,0.42
Saint Lucia,178.0,183.0,"Beverages, Alcoholic",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Lucia,178.0,183.0,"Beverages, Fermented",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.02,0.0
Saint Lucia,178.0,183.0,Bovine Meat,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,2.49,3.11
Saint Lucia,178.0,183.0,"Butter, Ghee",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.02,0.03
Saint Lucia,178.0,183.0,Cassava and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.12,0.12
Saint Lucia,178.0,183.0,Cephalopods,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.04,0.06
Saint Lucia,178.0,183.0,"Cereals, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.02,0.04
Saint Lucia,178.0,183.0,"Citrus, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Lucia,178.0,183.0,Cloves,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Lucia,178.0,183.0,Cocoa Beans and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.2,0.13
Saint Lucia,178.0,183.0,Coconut Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Lucia,178.0,183.0,Coconuts - Incl Copra,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.28,0.36
Saint Lucia,178.0,183.0,Coffee and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.05,0.09
Saint Lucia,178.0,183.0,Cottonseed Oil,Protein supply quantity (g/capita/day),g/capita/day,0.0,0.0
Saint Lucia,178.0,183.0,Cream,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.03,0.04
Saint Lucia,178.0,183.0,Crustaceans,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.5,0.28
Saint Lucia,178.0,183.0,Dates,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Lucia,178.0,183.0,Demersal Fish,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.13,0.12
Saint Lucia,178.0,183.0,Eggs,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,1.11,1.2
Saint Lucia,178.0,183.0,"Fats, Animals, Raw",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.06,0.04
Saint Lucia,178.0,183.0,"Fish, Body Oil",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Lucia,178.0,183.0,"Fish, Liver Oil",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Lucia,178.0,183.0,Freshwater Fish,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.23,0.25
Saint Lucia,178.0,183.0,"Fruits, other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.63,0.73
Saint Lucia,178.0,183.0,Grapefruit and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.05,0.03
Saint Lucia,178.0,183.0,Grapes and products (excl wine),Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.03,0.04
Saint Lucia,178.0,183.0,Groundnut Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Lucia,178.0,183.0,Groundnuts,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.25,1.02
Saint Lucia,178.0,183.0,Honey,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Lucia,178.0,183.0,Infant food,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.06,0.07
Saint Lucia,178.0,183.0,"Lemons, Limes and products",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.02,0.01
Saint Lucia,178.0,183.0,Maize Germ Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Saint Lucia,178.0,183.0,Maize and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.34,0.97
Saint Lucia,178.0,183.0,"Marine Fish, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,3.05,3.09
Saint Lucia,178.0,183.0,"Meat, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.08,0.0
Saint Lucia,178.0,183.0,Milk - Excluding Butter,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,7.65,8.11
Saint Lucia,178.0,183.0,Miscellaneous,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.45,0.52
Saint Lucia,178.0,183.0,"Molluscs, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.29,0.26
