country,element,item,year,unit,value
Bosnia and Herzegovina,Processing,Milk - Excluding Butter,2019,1000 tonnes,7000000.0
Bosnia and Herzegovina,Other uses (non-food),Milk - Excluding Butter,2019,1000 tonnes,0.0
Bosnia and Herzegovina,Residuals,Milk - Excluding Butter,2019,1000 tonnes,-6000000.0
Bosnia and Herzegovina,Food,Milk - Excluding Butter,2019,1000 tonnes,640000000.0
Bosnia and Herzegovina,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,2019,kg,194.01
Bosnia and Herzegovina,Food supply (kcal/capita/day),Milk - Excluding Butter,2019,kcal/capita/day,315.0
Bosnia and Herzegovina,Protein supply quantity (g/capita/day),Milk - Excluding Butter,2019,g/capita/day,17.5
Bosnia and Herzegovina,Fat supply quantity (g/capita/day),Milk - Excluding Butter,2019,g/capita/day,18.44
Bosnia and Herzegovina,Production,Freshwater Fish,2019,1000 tonnes,3880000.0
Bosnia and Herzegovina,Import Quantity,Freshwater Fish,2019,1000 tonnes,1720000.0
Bosnia and Herzegovina,Export Quantity,Freshwater Fish,2019,1000 tonnes,1630000.0
Bosnia and Herzegovina,Domestic supply quantity,Freshwater Fish,2019,1000 tonnes,3970000.0
Bosnia and Herzegovina,Other uses (non-food),Freshwater Fish,2019,1000 tonnes,0.0
Bosnia and Herzegovina,Food,Freshwater Fish,2019,1000 tonnes,3970000.0
Bosnia and Herzegovina,Food supply quantity (kg/capita/yr),Freshwater Fish,2019,kg,1.2
Bosnia and Herzegovina,Food supply (kcal/capita/day),Freshwater Fish,2019,kcal/capita/day,2.0
Bosnia and Herzegovina,Protein supply quantity (g/capita/day),Freshwater Fish,2019,g/capita/day,0.33
Bosnia and Herzegovina,Fat supply quantity (g/capita/day),Freshwater Fish,2019,g/capita/day,0.08
Bosnia and Herzegovina,Production,Demersal Fish,2019,1000 tonnes,180000.0
Bosnia and Herzegovina,Import Quantity,Demersal Fish,2019,1000 tonnes,4490000.0
Bosnia and Herzegovina,Export Quantity,Demersal Fish,2019,1000 tonnes,210000.0
Bosnia and Herzegovina,Domestic supply quantity,Demersal Fish,2019,1000 tonnes,4450000.0
Bosnia and Herzegovina,Other uses (non-food),Demersal Fish,2019,1000 tonnes,0.0
Bosnia and Herzegovina,Food,Demersal Fish,2019,1000 tonnes,4450000.0
Bosnia and Herzegovina,Food supply quantity (kg/capita/yr),Demersal Fish,2019,kg,1.35
Bosnia and Herzegovina,Food supply (kcal/capita/day),Demersal Fish,2019,kcal/capita/day,1.0
Bosnia and Herzegovina,Protein supply quantity (g/capita/day),Demersal Fish,2019,g/capita/day,0.24
Bosnia and Herzegovina,Fat supply quantity (g/capita/day),Demersal Fish,2019,g/capita/day,0.02
Bosnia and Herzegovina,Import Quantity,Pelagic Fish,2019,1000 tonnes,8770000.0
Bosnia and Herzegovina,Export Quantity,Pelagic Fish,2019,1000 tonnes,290000.0
Bosnia and Herzegovina,Domestic supply quantity,Pelagic Fish,2019,1000 tonnes,8480000.0
Bosnia and Herzegovina,Feed,Pelagic Fish,2019,1000 tonnes,1090000.0
Bosnia and Herzegovina,Other uses (non-food),Pelagic Fish,2019,1000 tonnes,0.0
Bosnia and Herzegovina,Food,Pelagic Fish,2019,1000 tonnes,7390000.0
Bosnia and Herzegovina,Food supply quantity (kg/capita/yr),Pelagic Fish,2019,kg,2.24
Bosnia and Herzegovina,Food supply (kcal/capita/day),Pelagic Fish,2019,kcal/capita/day,6.0
Bosnia and Herzegovina,Protein supply quantity (g/capita/day),Pelagic Fish,2019,g/capita/day,0.64
Bosnia and Herzegovina,Fat supply quantity (g/capita/day),Pelagic Fish,2019,g/capita/day,0.3
Bosnia and Herzegovina,Production,"Marine Fish, Other",2019,1000 tonnes,10000.0
Bosnia and Herzegovina,Import Quantity,"Marine Fish, Other",2019,1000 tonnes,2480000.0
Bosnia and Herzegovina,Export Quantity,"Marine Fish, Other",2019,1000 tonnes,10000.0
Bosnia and Herzegovina,Domestic supply quantity,"Marine Fish, Other",2019,1000 tonnes,2480000.0
Bosnia and Herzegovina,Other uses (non-food),"Marine Fish, Other",2019,1000 tonnes,0.0
Bosnia and Herzegovina,Food,"Marine Fish, Other",2019,1000 tonnes,2480000.0
Bosnia and Herzegovina,Food supply quantity (kg/capita/yr),"Marine Fish, Other",2019,kg,0.75
Bosnia and Herzegovina,Food supply (kcal/capita/day),"Marine Fish, Other",2019,kcal/capita/day,2.0
Bosnia and Herzegovina,Protein supply quantity (g/capita/day),"Marine Fish, Other",2019,g/capita/day,0.33
Bosnia and Herzegovina,Fat supply quantity (g/capita/day),"Marine Fish, Other",2019,g/capita/day,0.1
Bosnia and Herzegovina,Import Quantity,Crustaceans,2019,1000 tonnes,150000.0
Bosnia and Herzegovina,Stock Variation,Crustaceans,2019,1000 tonnes,0.0
Bosnia and Herzegovina,Export Quantity,Crustaceans,2019,1000 tonnes,10000.0
Bosnia and Herzegovina,Domestic supply quantity,Crustaceans,2019,1000 tonnes,140000.0
Bosnia and Herzegovina,Other uses (non-food),Crustaceans,2019,1000 tonnes,0.0
Bosnia and Herzegovina,Food,Crustaceans,2019,1000 tonnes,140000.0
Bosnia and Herzegovina,Food supply quantity (kg/capita/yr),Crustaceans,2019,kg,0.04
Bosnia and Herzegovina,Food supply (kcal/capita/day),Crustaceans,2019,kcal/capita/day,0.0
Bosnia and Herzegovina,Protein supply quantity (g/capita/day),Crustaceans,2019,g/capita/day,0.01
Bosnia and Herzegovina,Fat supply quantity (g/capita/day),Crustaceans,2019,g/capita/day,0.0
Bosnia and Herzegovina,Import Quantity,Cephalopods,2019,1000 tonnes,800000.0
Bosnia and Herzegovina,Export Quantity,Cephalopods,2019,1000 tonnes,120000.0
Bosnia and Herzegovina,Domestic supply quantity,Cephalopods,2019,1000 tonnes,680000.0
Bosnia and Herzegovina,Other uses (non-food),Cephalopods,2019,1000 tonnes,0.0
Bosnia and Herzegovina,Food,Cephalopods,2019,1000 tonnes,680000.0
Bosnia and Herzegovina,Food supply quantity (kg/capita/yr),Cephalopods,2019,kg,0.21
Bosnia and Herzegovina,Food supply (kcal/capita/day),Cephalopods,2019,kcal/capita/day,0.0
Bosnia and Herzegovina,Protein supply quantity (g/capita/day),Cephalopods,2019,g/capita/day,0.08
Bosnia and Herzegovina,Fat supply quantity (g/capita/day),Cephalopods,2019,g/capita/day,0.01
Bosnia and Herzegovina,Production,"Molluscs, Other",2019,1000 tonnes,0.0
Bosnia and Herzegovina,Import Quantity,"Molluscs, Other",2019,1000 tonnes,170000.0
Bosnia and Herzegovina,Stock Variation,"Molluscs, Other",2019,1000 tonnes,0.0
Bosnia and Herzegovina,Export Quantity,"Molluscs, Other",2019,1000 tonnes,0.0
Bosnia and Herzegovina,Domestic supply quantity,"Molluscs, Other",2019,1000 tonnes,170000.0
Bosnia and Herzegovina,Other uses (non-food),"Molluscs, Other",2019,1000 tonnes,0.0
Bosnia and Herzegovina,Food,"Molluscs, Other",2019,1000 tonnes,170000.0
Bosnia and Herzegovina,Food supply quantity (kg/capita/yr),"Molluscs, Other",2019,kg,0.05
Bosnia and Herzegovina,Food supply (kcal/capita/day),"Molluscs, Other",2019,kcal/capita/day,0.0
Bosnia and Herzegovina,Protein supply quantity (g/capita/day),"Molluscs, Other",2019,g/capita/day,0.0
Bosnia and Herzegovina,Fat supply quantity (g/capita/day),"Molluscs, Other",2019,g/capita/day,0.0
Bosnia and Herzegovina,Import Quantity,"Aquatic Animals, Others",2019,1000 tonnes,0.0
Bosnia and Herzegovina,Domestic supply quantity,"Aquatic Animals, Others",2019,1000 tonnes,0.0
Bosnia and Herzegovina,Other uses (non-food),"Aquatic Animals, Others",2019,1000 tonnes,0.0
Bosnia and Herzegovina,Food,"Aquatic Animals, Others",2019,1000 tonnes,0.0
Bosnia and Herzegovina,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",2019,kg,0.0
Bosnia and Herzegovina,Food supply (kcal/capita/day),"Aquatic Animals, Others",2019,kcal/capita/day,0.0
Bosnia and Herzegovina,Protein supply quantity (g/capita/day),"Aquatic Animals, Others",2019,g/capita/day,0.0
Bosnia and Herzegovina,Fat supply quantity (g/capita/day),"Aquatic Animals, Others",2019,g/capita/day,0.0
Bosnia and Herzegovina,Import Quantity,Aquatic Plants,2019,1000 tonnes,10000.0
Bosnia and Herzegovina,Export Quantity,Aquatic Plants,2019,1000 tonnes,0.0
Bosnia and Herzegovina,Domestic supply quantity,Aquatic Plants,2019,1000 tonnes,10000.0
Bosnia and Herzegovina,Other uses (non-food),Aquatic Plants,2019,1000 tonnes,10000.0
Bosnia and Herzegovina,Food,Aquatic Plants,2019,1000 tonnes,0.0
Bosnia and Herzegovina,Food supply quantity (kg/capita/yr),Aquatic Plants,2019,kg,0.0
Bosnia and Herzegovina,Food supply (kcal/capita/day),Aquatic Plants,2019,kcal/capita/day,0.0
Bosnia and Herzegovina,Protein supply quantity (g/capita/day),Aquatic Plants,2019,g/capita/day,0.0
Bosnia and Herzegovina,Fat supply quantity (g/capita/day),Aquatic Plants,2019,g/capita/day,0.0
Botswana,Production,Bovine Meat,2019,1000 tonnes,34000000.0
Botswana,Import Quantity,Bovine Meat,2019,1000 tonnes,3000000.0
Botswana,Stock Variation,Bovine Meat,2019,1000 tonnes,-2000000.0
Botswana,Export Quantity,Bovine Meat,2019,1000 tonnes,23000000.0
Botswana,Domestic supply quantity,Bovine Meat,2019,1000 tonnes,15000000.0
Botswana,Losses,Bovine Meat,2019,1000 tonnes,0.0
Botswana,Processing,Bovine Meat,2019,1000 tonnes,0.0
Botswana,Tourist consumption,Bovine Meat,2019,1000 tonnes,0.0
Botswana,Residuals,Bovine Meat,2019,1000 tonnes,0.0
Botswana,Food,Bovine Meat,2019,1000 tonnes,15000000.0
Botswana,Food supply quantity (kg/capita/yr),Bovine Meat,2019,kg,6.68
Botswana,Food supply (kcal/capita/day),Bovine Meat,2019,kcal/capita/day,29.0
Botswana,Protein supply quantity (g/capita/day),Bovine Meat,2019,g/capita/day,2.67
Botswana,Fat supply quantity (g/capita/day),Bovine Meat,2019,g/capita/day,1.92
Botswana,Production,Mutton & Goat Meat,2019,1000 tonnes,6000000.0
Botswana,Import Quantity,Mutton & Goat Meat,2019,1000 tonnes,0.0
Botswana,Stock Variation,Mutton & Goat Meat,2019,1000 tonnes,0.0
Botswana,Export Quantity,Mutton & Goat Meat,2019,1000 tonnes,0.0
Botswana,Domestic supply quantity,Mutton & Goat Meat,2019,1000 tonnes,6000000.0
Botswana,Losses,Mutton & Goat Meat,2019,1000 tonnes,0.0
Botswana,Tourist consumption,Mutton & Goat Meat,2019,1000 tonnes,0.0
Botswana,Residuals,Mutton & Goat Meat,2019,1000 tonnes,0.0
Botswana,Food,Mutton & Goat Meat,2019,1000 tonnes,6000000.0
Botswana,Food supply quantity (kg/capita/yr),Mutton & Goat Meat,2019,kg,2.49
Botswana,Food supply (kcal/capita/day),Mutton & Goat Meat,2019,kcal/capita/day,9.0
Botswana,Protein supply quantity (g/capita/day),Mutton & Goat Meat,2019,g/capita/day,0.95
Botswana,Fat supply quantity (g/capita/day),Mutton & Goat Meat,2019,g/capita/day,0.52
Botswana,Production,Pigmeat,2019,1000 tonnes,0.0
Botswana,Import Quantity,Pigmeat,2019,1000 tonnes,1000000.0
Botswana,Stock Variation,Pigmeat,2019,1000 tonnes,0.0
Botswana,Export Quantity,Pigmeat,2019,1000 tonnes,0.0
Botswana,Domestic supply quantity,Pigmeat,2019,1000 tonnes,2000000.0
Botswana,Losses,Pigmeat,2019,1000 tonnes,0.0
Botswana,Tourist consumption,Pigmeat,2019,1000 tonnes,0.0
Botswana,Residuals,Pigmeat,2019,1000 tonnes,0.0
Botswana,Food,Pigmeat,2019,1000 tonnes,2000000.0
Botswana,Food supply quantity (kg/capita/yr),Pigmeat,2019,kg,0.67
Botswana,Food supply (kcal/capita/day),Pigmeat,2019,kcal/capita/day,6.0
Botswana,Protein supply quantity (g/capita/day),Pigmeat,2019,g/capita/day,0.22
Botswana,Fat supply quantity (g/capita/day),Pigmeat,2019,g/capita/day,0.52
Botswana,Production,Poultry Meat,2019,1000 tonnes,2000000.0
Botswana,Import Quantity,Poultry Meat,2019,1000 tonnes,5000000.0
Botswana,Stock Variation,Poultry Meat,2019,1000 tonnes,0.0
Botswana,Export Quantity,Poultry Meat,2019,1000 tonnes,0.0
Botswana,Domestic supply quantity,Poultry Meat,2019,1000 tonnes,7000000.0
Botswana,Losses,Poultry Meat,2019,1000 tonnes,0.0
Botswana,Tourist consumption,Poultry Meat,2019,1000 tonnes,0.0
Botswana,Residuals,Poultry Meat,2019,1000 tonnes,0.0
Botswana,Food,Poultry Meat,2019,1000 tonnes,7000000.0
Botswana,Food supply quantity (kg/capita/yr),Poultry Meat,2019,kg,3.02
Botswana,Food supply (kcal/capita/day),Poultry Meat,2019,kcal/capita/day,10.0
Botswana,Protein supply quantity (g/capita/day),Poultry Meat,2019,g/capita/day,1.08
Botswana,Fat supply quantity (g/capita/day),Poultry Meat,2019,g/capita/day,0.64
Botswana,Production,"Meat, Other",2019,1000 tonnes,33000000.0
Botswana,Import Quantity,"Meat, Other",2019,1000 tonnes,0.0
Botswana,Stock Variation,"Meat, Other",2019,1000 tonnes,3000000.0
Botswana,Export Quantity,"Meat, Other",2019,1000 tonnes,0.0
Botswana,Domestic supply quantity,"Meat, Other",2019,1000 tonnes,30000000.0
Botswana,Losses,"Meat, Other",2019,1000 tonnes,0.0
Botswana,Tourist consumption,"Meat, Other",2019,1000 tonnes,0.0
Botswana,Residuals,"Meat, Other",2019,1000 tonnes,0.0
Botswana,Food,"Meat, Other",2019,1000 tonnes,30000000.0
Botswana,Food supply quantity (kg/capita/yr),"Meat, Other",2019,kg,13.12
Botswana,Food supply (kcal/capita/day),"Meat, Other",2019,kcal/capita/day,37.0
Botswana,Protein supply quantity (g/capita/day),"Meat, Other",2019,g/capita/day,7.01
Botswana,Fat supply quantity (g/capita/day),"Meat, Other",2019,g/capita/day,0.8
Botswana,Production,"Offals, Edible",2019,1000 tonnes,6000000.0
Botswana,Import Quantity,"Offals, Edible",2019,1000 tonnes,2000000.0
Botswana,Export Quantity,"Offals, Edible",2019,1000 tonnes,0.0
Botswana,Domestic supply quantity,"Offals, Edible",2019,1000 tonnes,8000000.0
Botswana,Losses,"Offals, Edible",2019,1000 tonnes,0.0
Botswana,Tourist consumption,"Offals, Edible",2019,1000 tonnes,0.0
Botswana,Residuals,"Offals, Edible",2019,1000 tonnes,0.0
Botswana,Food,"Offals, Edible",2019,1000 tonnes,8000000.0
Botswana,Food supply quantity (kg/capita/yr),"Offals, Edible",2019,kg,3.26
Botswana,Food supply (kcal/capita/day),"Offals, Edible",2019,kcal/capita/day,10.0
Botswana,Protein supply quantity (g/capita/day),"Offals, Edible",2019,g/capita/day,1.59
Botswana,Fat supply quantity (g/capita/day),"Offals, Edible",2019,g/capita/day,0.28
Botswana,Production,"Butter, Ghee",2019,1000 tonnes,1000000.0
Botswana,Import Quantity,"Butter, Ghee",2019,1000 tonnes,0.0
Botswana,Export Quantity,"Butter, Ghee",2019,1000 tonnes,0.0
Botswana,Domestic supply quantity,"Butter, Ghee",2019,1000 tonnes,2000000.0
Botswana,Tourist consumption,"Butter, Ghee",2019,1000 tonnes,0.0
Botswana,Residuals,"Butter, Ghee",2019,1000 tonnes,0.0
Botswana,Food,"Butter, Ghee",2019,1000 tonnes,2000000.0
Botswana,Food supply quantity (kg/capita/yr),"Butter, Ghee",2019,kg,0.66
Botswana,Food supply (kcal/capita/day),"Butter, Ghee",2019,kcal/capita/day,13.0
Botswana,Protein supply quantity (g/capita/day),"Butter, Ghee",2019,g/capita/day,0.02
Botswana,Fat supply quantity (g/capita/day),"Butter, Ghee",2019,g/capita/day,1.47
Botswana,Production,Cream,2019,1000 tonnes,1000000.0
Botswana,Import Quantity,Cream,2019,1000 tonnes,0.0
Botswana,Export Quantity,Cream,2019,1000 tonnes,0.0
Botswana,Domestic supply quantity,Cream,2019,1000 tonnes,2000000.0
Botswana,Tourist consumption,Cream,2019,1000 tonnes,0.0
Botswana,Residuals,Cream,2019,1000 tonnes,0.0
Botswana,Food,Cream,2019,1000 tonnes,2000000.0
Botswana,Food supply quantity (kg/capita/yr),Cream,2019,kg,0.65
Botswana,Food supply (kcal/capita/day),Cream,2019,kcal/capita/day,3.0
Botswana,Protein supply quantity (g/capita/day),Cream,2019,g/capita/day,0.05
Botswana,Fat supply quantity (g/capita/day),Cream,2019,g/capita/day,0.34
Botswana,Production,"Fats, Animals, Raw",2019,1000 tonnes,1000000.0
Botswana,Import Quantity,"Fats, Animals, Raw",2019,1000 tonnes,0.0
Botswana,Stock Variation,"Fats, Animals, Raw",2019,1000 tonnes,0.0
Botswana,Export Quantity,"Fats, Animals, Raw",2019,1000 tonnes,0.0
Botswana,Domestic supply quantity,"Fats, Animals, Raw",2019,1000 tonnes,1000000.0
Botswana,Losses,"Fats, Animals, Raw",2019,1000 tonnes,0.0
Botswana,Other uses (non-food),"Fats, Animals, Raw",2019,1000 tonnes,0.0
Botswana,Tourist consumption,"Fats, Animals, Raw",2019,1000 tonnes,0.0
Botswana,Residuals,"Fats, Animals, Raw",2019,1000 tonnes,0.0
Botswana,Food,"Fats, Animals, Raw",2019,1000 tonnes,1000000.0
Botswana,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",2019,kg,0.54
Botswana,Food supply (kcal/capita/day),"Fats, Animals, Raw",2019,kcal/capita/day,14.0
Botswana,Protein supply quantity (g/capita/day),"Fats, Animals, Raw",2019,g/capita/day,0.03
Botswana,Fat supply quantity (g/capita/day),"Fats, Animals, Raw",2019,g/capita/day,1.56
Botswana,Production,"Fish, Body Oil",2019,1000 tonnes,0.0
Botswana,Import Quantity,"Fish, Body Oil",2019,1000 tonnes,0.0
Botswana,Stock Variation,"Fish, Body Oil",2019,1000 tonnes,0.0
Botswana,Export Quantity,"Fish, Body Oil",2019,1000 tonnes,0.0
Botswana,Domestic supply quantity,"Fish, Body Oil",2019,1000 tonnes,0.0
Botswana,Feed,"Fish, Body Oil",2019,1000 tonnes,0.0
Botswana,Other uses (non-food),"Fish, Body Oil",2019,1000 tonnes,0.0
Botswana,Food,"Fish, Body Oil",2019,1000 tonnes,0.0
Botswana,Food supply quantity (kg/capita/yr),"Fish, Body Oil",2019,kg,0.0
Botswana,Food supply (kcal/capita/day),"Fish, Body Oil",2019,kcal/capita/day,0.0
Botswana,Protein supply quantity (g/capita/day),"Fish, Body Oil",2019,g/capita/day,0.0
Botswana,Fat supply quantity (g/capita/day),"Fish, Body Oil",2019,g/capita/day,0.0
Botswana,Production,"Fish, Liver Oil",2019,1000 tonnes,0.0
Botswana,Import Quantity,"Fish, Liver Oil",2019,1000 tonnes,0.0
Botswana,Export Quantity,"Fish, Liver Oil",2019,1000 tonnes,0.0
Botswana,Domestic supply quantity,"Fish, Liver Oil",2019,1000 tonnes,0.0
Botswana,Other uses (non-food),"Fish, Liver Oil",2019,1000 tonnes,0.0
Botswana,Food,"Fish, Liver Oil",2019,1000 tonnes,0.0
Botswana,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",2019,kg,0.0
Botswana,Food supply (kcal/capita/day),"Fish, Liver Oil",2019,kcal/capita/day,0.0
Botswana,Protein supply quantity (g/capita/day),"Fish, Liver Oil",2019,g/capita/day,0.0
Botswana,Fat supply quantity (g/capita/day),"Fish, Liver Oil",2019,g/capita/day,0.0
Botswana,Production,Eggs,2019,1000 tonnes,4000000.0
Botswana,Import Quantity,Eggs,2019,1000 tonnes,0.0
Botswana,Stock Variation,Eggs,2019,1000 tonnes,0.0
Botswana,Export Quantity,Eggs,2019,1000 tonnes,0.0
Botswana,Domestic supply quantity,Eggs,2019,1000 tonnes,4000000.0
Botswana,Seed,Eggs,2019,1000 tonnes,0.0
Botswana,Losses,Eggs,2019,1000 tonnes,0.0
Botswana,Tourist consumption,Eggs,2019,1000 tonnes,0.0
Botswana,Residuals,Eggs,2019,1000 tonnes,0.0
Botswana,Food,Eggs,2019,1000 tonnes,3000000.0
Botswana,Food supply quantity (kg/capita/yr),Eggs,2019,kg,1.42
Botswana,Food supply (kcal/capita/day),Eggs,2019,kcal/capita/day,5.0
Botswana,Protein supply quantity (g/capita/day),Eggs,2019,g/capita/day,0.4
Botswana,Fat supply quantity (g/capita/day),Eggs,2019,g/capita/day,0.33
Botswana,Production,Milk - Excluding Butter,2019,1000 tonnes,245000000.0
Botswana,Import Quantity,Milk - Excluding Butter,2019,1000 tonnes,50000000.0
Botswana,Stock Variation,Milk - Excluding Butter,2019,1000 tonnes,-7000000.0
Botswana,Export Quantity,Milk - Excluding Butter,2019,1000 tonnes,0.0
Botswana,Domestic supply quantity,Milk - Excluding Butter,2019,1000 tonnes,302000000.0
Botswana,Feed,Milk - Excluding Butter,2019,1000 tonnes,0.0
Botswana,Losses,Milk - Excluding Butter,2019,1000 tonnes,21000000.0
Botswana,Processing,Milk - Excluding Butter,2019,1000 tonnes,56000000.0
Botswana,Tourist consumption,Milk - Excluding Butter,2019,1000 tonnes,1000000.0
Botswana,Residuals,Milk - Excluding Butter,2019,1000 tonnes,0.0
Botswana,Food,Milk - Excluding Butter,2019,1000 tonnes,225000000.0
Botswana,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,2019,kg,97.63
Botswana,Food supply (kcal/capita/day),Milk - Excluding Butter,2019,kcal/capita/day,214.0
Botswana,Protein supply quantity (g/capita/day),Milk - Excluding Butter,2019,g/capita/day,12.3
Botswana,Fat supply quantity (g/capita/day),Milk - Excluding Butter,2019,g/capita/day,10.78
Botswana,Production,Freshwater Fish,2019,1000 tonnes,50000.0
Botswana,Import Quantity,Freshwater Fish,2019,1000 tonnes,390000.0
Botswana,Export Quantity,Freshwater Fish,2019,1000 tonnes,140000.0
Botswana,Domestic supply quantity,Freshwater Fish,2019,1000 tonnes,300000.0
Botswana,Other uses (non-food),Freshwater Fish,2019,1000 tonnes,10000.0
Botswana,Food,Freshwater Fish,2019,1000 tonnes,300000.0
Botswana,Food supply quantity (kg/capita/yr),Freshwater Fish,2019,kg,0.13
Botswana,Food supply (kcal/capita/day),Freshwater Fish,2019,kcal/capita/day,0.0
Botswana,Protein supply quantity (g/capita/day),Freshwater Fish,2019,g/capita/day,0.03
Botswana,Fat supply quantity (g/capita/day),Freshwater Fish,2019,g/capita/day,0.01
Botswana,Import Quantity,Demersal Fish,2019,1000 tonnes,720000.0
Botswana,Stock Variation,Demersal Fish,2019,1000 tonnes,0.0
Botswana,Export Quantity,Demersal Fish,2019,1000 tonnes,140000.0
Botswana,Domestic supply quantity,Demersal Fish,2019,1000 tonnes,590000.0
Botswana,Other uses (non-food),Demersal Fish,2019,1000 tonnes,0.0
Botswana,Food,Demersal Fish,2019,1000 tonnes,590000.0
Botswana,Food supply quantity (kg/capita/yr),Demersal Fish,2019,kg,0.25
Botswana,Food supply (kcal/capita/day),Demersal Fish,2019,kcal/capita/day,0.0
Botswana,Protein supply quantity (g/capita/day),Demersal Fish,2019,g/capita/day,0.04
Botswana,Fat supply quantity (g/capita/day),Demersal Fish,2019,g/capita/day,0.0
Botswana,Import Quantity,Pelagic Fish,2019,1000 tonnes,5220000.0
Botswana,Stock Variation,Pelagic Fish,2019,1000 tonnes,0.0
Botswana,Export Quantity,Pelagic Fish,2019,1000 tonnes,10000.0
Botswana,Domestic supply quantity,Pelagic Fish,2019,1000 tonnes,5210000.0
Botswana,Feed,Pelagic Fish,2019,1000 tonnes,20000.0
Botswana,Other uses (non-food),Pelagic Fish,2019,1000 tonnes,0.0
Botswana,Food,Pelagic Fish,2019,1000 tonnes,5190000.0
Botswana,Food supply quantity (kg/capita/yr),Pelagic Fish,2019,kg,2.25
Botswana,Food supply (kcal/capita/day),Pelagic Fish,2019,kcal/capita/day,6.0
Botswana,Protein supply quantity (g/capita/day),Pelagic Fish,2019,g/capita/day,0.64
Botswana,Fat supply quantity (g/capita/day),Pelagic Fish,2019,g/capita/day,0.31
Botswana,Import Quantity,"Marine Fish, Other",2019,1000 tonnes,180000.0
Botswana,Export Quantity,"Marine Fish, Other",2019,1000 tonnes,50000.0
Botswana,Domestic supply quantity,"Marine Fish, Other",2019,1000 tonnes,130000.0
Botswana,Other uses (non-food),"Marine Fish, Other",2019,1000 tonnes,0.0
Botswana,Food,"Marine Fish, Other",2019,1000 tonnes,130000.0
Botswana,Food supply quantity (kg/capita/yr),"Marine Fish, Other",2019,kg,0.06
Botswana,Food supply (kcal/capita/day),"Marine Fish, Other",2019,kcal/capita/day,0.0
Botswana,Protein supply quantity (g/capita/day),"Marine Fish, Other",2019,g/capita/day,0.01
Botswana,Fat supply quantity (g/capita/day),"Marine Fish, Other",2019,g/capita/day,0.0
Botswana,Import Quantity,Crustaceans,2019,1000 tonnes,110000.0
Botswana,Stock Variation,Crustaceans,2019,1000 tonnes,0.0
Botswana,Export Quantity,Crustaceans,2019,1000 tonnes,0.0
Botswana,Domestic supply quantity,Crustaceans,2019,1000 tonnes,110000.0
Botswana,Other uses (non-food),Crustaceans,2019,1000 tonnes,0.0
Botswana,Food,Crustaceans,2019,1000 tonnes,110000.0
Botswana,Food supply quantity (kg/capita/yr),Crustaceans,2019,kg,0.05
Botswana,Food supply (kcal/capita/day),Crustaceans,2019,kcal/capita/day,0.0
Botswana,Protein supply quantity (g/capita/day),Crustaceans,2019,g/capita/day,0.01
Botswana,Fat supply quantity (g/capita/day),Crustaceans,2019,g/capita/day,0.0
Botswana,Import Quantity,Cephalopods,2019,1000 tonnes,10000.0
Botswana,Domestic supply quantity,Cephalopods,2019,1000 tonnes,10000.0
Botswana,Other uses (non-food),Cephalopods,2019,1000 tonnes,0.0
Botswana,Food,Cephalopods,2019,1000 tonnes,10000.0
Botswana,Food supply quantity (kg/capita/yr),Cephalopods,2019,kg,0.01
Botswana,Food supply (kcal/capita/day),Cephalopods,2019,kcal/capita/day,0.0
Botswana,Protein supply quantity (g/capita/day),Cephalopods,2019,g/capita/day,0.0
Botswana,Fat supply quantity (g/capita/day),Cephalopods,2019,g/capita/day,0.0
Botswana,Import Quantity,"Molluscs, Other",2019,1000 tonnes,20000.0
Botswana,Stock Variation,"Molluscs, Other",2019,1000 tonnes,0.0
Botswana,Export Quantity,"Molluscs, Other",2019,1000 tonnes,0.0
Botswana,Domestic supply quantity,"Molluscs, Other",2019,1000 tonnes,20000.0
Botswana,Other uses (non-food),"Molluscs, Other",2019,1000 tonnes,0.0
Botswana,Food,"Molluscs, Other",2019,1000 tonnes,20000.0
Botswana,Food supply quantity (kg/capita/yr),"Molluscs, Other",2019,kg,0.01
Botswana,Food supply (kcal/capita/day),"Molluscs, Other",2019,kcal/capita/day,0.0
Botswana,Protein supply quantity (g/capita/day),"Molluscs, Other",2019,g/capita/day,0.0
Botswana,Fat supply quantity (g/capita/day),"Molluscs, Other",2019,g/capita/day,0.0
Botswana,Import Quantity,"Aquatic Animals, Others",2019,1000 tonnes,50000.0
Botswana,Domestic supply quantity,"Aquatic Animals, Others",2019,1000 tonnes,50000.0
Botswana,Other uses (non-food),"Aquatic Animals, Others",2019,1000 tonnes,0.0
Botswana,Food,"Aquatic Animals, Others",2019,1000 tonnes,50000.0
Botswana,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",2019,kg,0.02
Botswana,Food supply (kcal/capita/day),"Aquatic Animals, Others",2019,kcal/capita/day,0.0
Botswana,Protein supply quantity (g/capita/day),"Aquatic Animals, Others",2019,g/capita/day,0.0
Botswana,Fat supply quantity (g/capita/day),"Aquatic Animals, Others",2019,g/capita/day,0.0
Botswana,Import Quantity,Aquatic Plants,2019,1000 tonnes,0.0
Botswana,Domestic supply quantity,Aquatic Plants,2019,1000 tonnes,0.0
